2023-02-11 22:44:32,866 INFO    StreamThr :1600 [internal.py:wandb_internal():87] W&B internal server running at pid: 1600, started at: 2023-02-11 22:44:32.863796
2023-02-11 22:44:32,868 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status
2023-02-11 22:44:32,870 INFO    WriterThread:1600 [datastore.py:open_for_write():85] open: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224432-bmkwbxf3/run-bmkwbxf3.wandb
2023-02-11 22:44:32,872 DEBUG   SenderThread:1600 [sender.py:send():334] send: header
2023-02-11 22:44:32,931 DEBUG   SenderThread:1600 [sender.py:send():334] send: run
2023-02-11 22:44:33,407 INFO    SenderThread:1600 [dir_watcher.py:__init__():216] watching files in: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224432-bmkwbxf3/files
2023-02-11 22:44:33,408 INFO    SenderThread:1600 [sender.py:_start_run_threads():1065] run started: bmkwbxf3 with start time 1676155472.856053
2023-02-11 22:44:33,408 DEBUG   SenderThread:1600 [sender.py:send_request():361] send_request: summary_record
2023-02-11 22:44:33,408 INFO    SenderThread:1600 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-02-11 22:44:33,413 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: check_version
2023-02-11 22:44:33,413 DEBUG   SenderThread:1600 [sender.py:send_request():361] send_request: check_version
2023-02-11 22:44:33,535 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: run_start
2023-02-11 22:44:33,537 DEBUG   HandlerThread:1600 [system_info.py:__init__():31] System info init
2023-02-11 22:44:33,537 DEBUG   HandlerThread:1600 [system_info.py:__init__():46] System info init done
2023-02-11 22:44:33,537 INFO    HandlerThread:1600 [system_monitor.py:start():151] Starting system monitor
2023-02-11 22:44:33,537 INFO    SystemMonitor:1600 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-11 22:44:33,537 INFO    HandlerThread:1600 [system_monitor.py:probe():172] Collecting system info
2023-02-11 22:44:33,538 INFO    SystemMonitor:1600 [interfaces.py:start():168] Started cpu
2023-02-11 22:44:33,538 DEBUG   HandlerThread:1600 [system_info.py:probe():195] Probing system
2023-02-11 22:44:33,538 INFO    SystemMonitor:1600 [interfaces.py:start():168] Started disk
2023-02-11 22:44:33,539 INFO    SystemMonitor:1600 [interfaces.py:start():168] Started memory
2023-02-11 22:44:33,539 INFO    SystemMonitor:1600 [interfaces.py:start():168] Started network
2023-02-11 22:44:33,540 DEBUG   HandlerThread:1600 [system_info.py:_probe_git():180] Probing git
2023-02-11 22:44:33,597 DEBUG   HandlerThread:1600 [system_info.py:_probe_git():188] Probing git done
2023-02-11 22:44:33,597 DEBUG   HandlerThread:1600 [system_info.py:probe():241] Probing system done
2023-02-11 22:44:33,597 DEBUG   HandlerThread:1600 [system_monitor.py:probe():181] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.10.6', 'heartbeatAt': '2023-02-11T22:44:33.538485', 'startedAt': '2023-02-11T22:44:32.840959', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '/Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/masking.ipynb', 'codePath': 'masking.ipynb', 'git': {'remote': 'https://github.com/IyngkarranKumar/AVR-functional-modularity.git', 'commit': 'c4513c9b5b29d8d3b48dd0370b92cd1bed864961'}, 'email': 'iyngkarrankumar@gmail.com', 'root': '/Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity', 'host': 'Iyngkarrans-MacBook-Air.local', 'username': 'iyngkarrankumar', 'executable': '/Users/iyngkarrankumar/opt/anaconda3/envs/DLenv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2400, 'min': 2400, 'max': 2400}, 'cpu_freq_per_core': [{'current': 2400, 'min': 2400, 'max': 2400}], 'disk': {'total': 228.27386474609375, 'used': 127.4066047668457}, 'memory': {'total': 8.0}}
2023-02-11 22:44:33,598 INFO    HandlerThread:1600 [system_monitor.py:probe():182] Finished collecting system info
2023-02-11 22:44:33,598 INFO    HandlerThread:1600 [system_monitor.py:probe():185] Publishing system info
2023-02-11 22:44:33,598 DEBUG   HandlerThread:1600 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-11 22:44:33,598 DEBUG   HandlerThread:1600 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-11 22:44:33,598 DEBUG   HandlerThread:1600 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-11 22:44:34,414 INFO    Thread-50 :1600 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224432-bmkwbxf3/files/requirements.txt
2023-02-11 22:44:34,415 INFO    Thread-50 :1600 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224432-bmkwbxf3/files/wandb-summary.json
2023-02-11 22:44:34,415 INFO    Thread-50 :1600 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224432-bmkwbxf3/files/conda-environment.yaml
2023-02-11 22:44:38,014 DEBUG   HandlerThread:1600 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-11 22:44:38,016 INFO    HandlerThread:1600 [system_monitor.py:probe():187] Finished publishing system info
2023-02-11 22:44:38,017 DEBUG   SenderThread:1600 [sender.py:send():334] send: files
2023-02-11 22:44:38,017 INFO    SenderThread:1600 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-02-11 22:44:38,018 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status_report
2023-02-11 22:44:38,427 INFO    Thread-50 :1600 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224432-bmkwbxf3/files/conda-environment.yaml
2023-02-11 22:44:38,428 INFO    Thread-50 :1600 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224432-bmkwbxf3/files/wandb-metadata.json
2023-02-11 22:44:38,627 INFO    Thread-53 :1600 [upload_job.py:push():143] Uploaded file /var/folders/t8/jzkwry8124n527hkww122ts00000gn/T/tmpw01d6c4fwandb/4i746l21-wandb-metadata.json
2023-02-11 22:44:43,042 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status_report
2023-02-11 22:44:48,063 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status_report
2023-02-11 22:44:53,079 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status_report
2023-02-11 22:44:58,101 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status_report
2023-02-11 22:45:03,128 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status_report
2023-02-11 22:45:08,137 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status_report
2023-02-11 22:45:11,376 INFO    StreamThr :1600 [internal.py:wandb_internal():87] W&B internal server running at pid: 1600, started at: 2023-02-11 22:45:11.375164
2023-02-11 22:45:11,380 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: status
2023-02-11 22:45:11,382 INFO    WriterThread:1600 [datastore.py:open_for_write():85] open: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224511-12r52bc4/run-12r52bc4.wandb
2023-02-11 22:45:11,383 DEBUG   SenderThread:1600 [sender.py:send():334] send: header
2023-02-11 22:45:11,433 DEBUG   SenderThread:1600 [sender.py:send():334] send: run
2023-02-11 22:45:11,845 INFO    SenderThread:1600 [dir_watcher.py:__init__():216] watching files in: /Users/iyngkarrankumar/Documents/AI/AVR-functional-modularity/wandb/run-20230211_224511-12r52bc4/files
2023-02-11 22:45:11,845 INFO    SenderThread:1600 [sender.py:_start_run_threads():1065] run started: 12r52bc4 with start time 1676155511.370046
2023-02-11 22:45:11,845 DEBUG   SenderThread:1600 [sender.py:send_request():361] send_request: summary_record
2023-02-11 22:45:11,845 INFO    SenderThread:1600 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-02-11 22:45:11,850 DEBUG   HandlerThread:1600 [handler.py:handle_request():144] handle_request: check_version
2023-02-11 22:45:11,850 DEBUG   SenderThread:1600 [sender.py:send_request():361] send_request: check_version
